product_id;color;main_url;urls;;
11;Pink;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281601/10.1-removebg-preview_ljnpfy.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281602/10.2-removebg-preview_pvnupt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281602/10.3-removebg-preview_hrm1m9.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281603/10.4-removebg-preview_unm08e.png
12;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281603/11.1-removebg-preview_srfwfu.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281603/11.2-removebg-preview_hkx9za.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281604/11.3-removebg-preview_yz2it0.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281604/11.4-removebg-preview_sseaf8.png
13;Dark Blue;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281605/12.1-removebg-preview_w1rmw6.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281605/12.2-removebg-preview_ts7fin.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281606/12.3-removebg-preview_vkqmaf.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281606/12.4-removebg-preview_vpgapq.png
14;White;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281607/13.1-removebg-preview_wewwyw.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281607/13.2-removebg-preview_ghwwpb.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281608/13.3-removebg-preview_xqxtat.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281608/13.4-removebg-preview_yeyd3k.png
15;Burgundy;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281608/14.1-removebg-preview_ysxnsk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281609/14.2-removebg-preview_u3hc5y.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281609/14.3-removebg-preview_ugzng0.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281610/14.4-removebg-preview_jirecm.png
16;Lilac;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281610/15.1-removebg-preview_cmk03d.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281611/15.2-removebg-preview_aomznk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281611/15.3-removebg-preview_pahuui.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784281611/15.4-removebg-preview_dktqfq.png
17;Multi color;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505393/16.1.1-removebg-preview_goizv7.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505393/16.1.2-removebg-preview_c84f4l.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505393/16.1.3-removebg-preview_gpkxjt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505392/16.1.4-removebg-preview_d5mqwy.png
18;Cream;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505399/16.2.1-removebg-preview_hpmv9f.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505399/16.2.2-removebg-preview_plwyxy.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505402/16.2.3-removebg-preview_i2let2.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505402/16.2.4-removebg-preview_j8pu0x.png
19;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505407/16.3.1-removebg-preview_edvaug.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505407/16.3.2-removebg-preview_moyqmk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505407/16.3.3-removebg-preview_hw0qbd.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505406/16.3.4-removebg-preview_qplzri.png
20;Beige;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505411/17.1-removebg-preview_vczkmd.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505414/17.2-removebg-preview_oq5v6x.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505415/17.3-removebg-preview_c3kiun.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505415/17.4-removebg-preview_cujkwj.png
21;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505419/18.1-removebg-preview_jj3agq.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505419/18.2-removebg-preview_yqzz6g.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505420/18.3-removebg-preview_qif0f3.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505418/18.4-removebg-preview_fngshh.png
22;Multi color;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505424/19.1-removebg-preview_xebhm2.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505424/19.2-removebg-preview_rk66m8.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505425/19.3-removebg-preview_kgpmeq.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505425/19.4-removebg-preview_pqkfil.png
23;Chalk;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505428/20.1-removebg-preview_zxatdl.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505429/20.2-removebg-preview_wiudtk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505429/20.3-removebg-preview_bjcs48.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784505430/20.4-removebg-preview_slutiu.png
24;Red;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540105/21.1-removebg-preview_xupgsp.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540105/21.2-removebg-preview_qz6zgz.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540105/21.3-removebg-preview_z753ok.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540105/21.4-removebg-preview_gjpopi.png
25;Silver;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540110/22.1-removebg-preview_plqgxh.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540110/22.2-removebg-preview_x7tgzi.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540110/22.3-removebg-preview_fxulvt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540111/22.4-removebg-preview_frb7vn.png
26;White;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540119/23.1-removebg-preview_m4mb0x.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540119/23.2-removebg-preview_epuq3f.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540119/23.3-removebg-preview_naqb93.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540118/23.4-removebg-preview_bssrrq.png
27;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540123/24.1-removebg-preview_j8lra1.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540123/24.2-removebg-preview_zdqdxv.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540124/24.3-removebg-preview_c2yhgw.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540124/24.4-removebg-preview_arxasq.png
28;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540128/25.1-removebg-preview_deb2uc.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540128/25.2-removebg-preview_bthnfd.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540128/25.3-removebg-preview_tidnrd.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540129/25.4-removebg-preview_bqvumk.png
29;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540132/26.3-removebg-preview_iparrb.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540132/26.2-removebg-preview_p4wyp2.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540132/26.1-removebg-preview_v2uufw.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540133/26.4-removebg-preview_eg5pl7.png
30;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540136/27.1-removebg-preview_grqesj.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540136/27.2-removebg-preview_hiouwe.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540137/27.3-removebg-preview_rdwjqn.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540137/27.4-removebg-preview_m0n3ps.png
31;Burgundy;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540143/28.1-removebg-preview_gf6mf6.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540143/28.2-removebg-preview_rpflek.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540144/28.3-removebg-preview_fdej0x.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540145/28.4-removebg-preview_kuxudv.png
32;Maroon;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540149/29.1-removebg-preview_ehnqpv.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540148/29.2-removebg-preview_yn1cru.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540149/29.3-removebg-preview_f7o4h3.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540150/29.4-removebg-preview_l8qlqz.png
33;Dark Blue;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540153/30.1-removebg-preview_csuvf4.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540153/30.2-removebg-preview_ufogkk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540154/30.3-removebg-preview_hsvmch.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540155/30.4-removebg-preview_cajugw.png
34;Cream;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540159/31.1-removebg-preview_xzewtt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540159/31.2-removebg-preview_zpdbpz.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540160/31.3-removebg-preview_zu4q5r.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540160/31.4-removebg-preview_mcgddm.png
35;Chalk;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540163/32.1-removebg-preview_s1yj2x.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540164/32.2-removebg-preview_dbphug.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540165/32.3-removebg-preview_evlwoa.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540165/32.4-removebg-preview_ay40x9.png
36;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540170/33.1-removebg-preview_rrsprp.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540171/33.2-removebg-preview_i0jpne.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540172/33.3-removebg-preview_zltpd0.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540172/33.4-removebg-preview_ogmlde.png
37;White;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540176/34.1-removebg-preview_fqyxjt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540177/34.2-removebg-preview_tzcq0o.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540178/34.3-removebg-preview_gjwyry.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540179/34.4-removebg-preview_hdair9.png
38;Beige;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540184/35.1-removebg-preview_xfrtem.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540183/35.2-removebg-preview_z9ukbv.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540185/35.3-removebg-preview_tuarlf.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540186/35.4-removebg-preview_ir0azc.png
39;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540190/36.1-removebg-preview_vc4wur.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540191/36.2-removebg-preview_sjhmli.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540192/36.3-removebg-preview_vqvwqw.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540193/36.4-removebg-preview_hfiws0.png
40;Light Pink;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540198/37.1-removebg-preview_q7wn6t.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540197/37.2-removebg-preview_bkgbro.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540199/37.3-removebg-preview_vwsaw4.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784540200/37.4-removebg-preview_dxv9bd.png
41;Light Pink;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625794/38.1-removebg-preview_byz7xf.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625794/38.2-removebg-preview_xcoakx.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625794/38.3-removebg-preview_nz5531.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625794/38.4-removebg-preview_s5fk1c.png
42;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625797/39.1-removebg-preview_tyueft.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625798/39.2-removebg-preview_iaa7ur.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625798/39.3-removebg-preview_dhxnip.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625798/39.4-removebg-preview_xdlrgw.png
43;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625803/40.1-removebg-preview_nc5xgq.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625803/40.2-removebg-preview_ztubf6.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625803/40.3-removebg-preview_yfqab4.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625804/40.4-removebg-preview_ldv4od.png
44;Pink;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625807/41.1-removebg-preview_apj0wt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625807/41.2-removebg-preview_ygxyg0.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625808/41.3-removebg-preview_zpq4la.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625808/41.4-removebg-preview_zgplpn.png
45;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625812/42.1-removebg-preview_fwxoj1.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625812/42.2-removebg-preview_k1gqub.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625813/42.3-removebg-preview_y9b8pe.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625813/42.4-removebg-preview_cvesd7.png
46;Beige;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625817/43.1-removebg-preview_fvvrmd.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625817/43.2-removebg-preview_liedfn.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625818/43.3-removebg-preview_sxdvd2.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625818/43.4-removebg-preview_dxbytf.png
47;Brown;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625821/44.1-removebg-preview_m1atnu.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625821/44.2-removebg-preview_xghd2x.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625822/44.3-removebg-preview_og4jnu.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625822/44.4-removebg-preview_smxdv3.png
48;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625827/45.1-removebg-preview_gjvjfx.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625827/45.2-removebg-preview_tgvybn.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625828/45.3-removebg-preview_eup6yy.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625829/45.4-removebg-preview_u0jc9k.png
49;Burgundy;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625832/46.1-removebg-preview_p7wf2u.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625832/46.2-removebg-preview_ms2nqb.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625833/46.3-removebg-preview_z0sutt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625834/46.4-removebg-preview_jq3pea.png
50;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625837/47.1-removebg-preview_yz2oxq.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625838/47.2-removebg-preview_x5cujm.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625839/47.3-removebg-preview_xygfzy.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625839/47.4-removebg-preview_fykmsx.png
51;Mauve;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625844/48.1-removebg-preview_d0wmlu.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625845/48.2-removebg-preview_zbg5l2.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625845/48.3-removebg-preview_zpjppc.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625846/48.4-removebg-preview_ebyckx.png
52;Chalk;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625850/49.1-removebg-preview_p5qdhc.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625851/49.2-removebg-preview_w5firx.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625852/49.3-removebg-preview_wyar6n.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625853/49.4-removebg-preview_xorulo.png
53;Burgundy;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625854/50.1-removebg-preview_i0ziym.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625855/50.2-removebg-preview_zeh7kl.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625856/50.3-removebg-preview_zaaxtl.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625857/50.4-removebg-preview_tlepw4.png
54;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625859/51.1-removebg-preview_hv7drg.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625859/51.2-removebg-preview_lwqnsf.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625860/51.3-removebg-preview_rgueru.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625861/51.4-removebg-preview_eia2pg.png
55;Dark Brown;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625867/52.1-removebg-preview_jlqwhx.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625866/52.2-removebg-preview_d7srpv.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625868/52.3-removebg-preview_jku8az.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625869/52.4-removebg-preview_tzrmtc.png
56;Chalk;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625874/53.1-removebg-preview_ywzvmg.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625875/53.2-removebg-preview_s91cvd.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625876/53.3-removebg-preview_kmtd0p.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625873/53.4-removebg-preview_dkdjol.png
57;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625878/54.1-removebg-preview_us1sth.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625879/54.2-removebg-preview_opprol.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625880/54.3-removebg-preview_faiaiz.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625881/54.4-removebg-preview_po2jbs.png
58;White;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625896/55.1-removebg-preview_wiswed.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625896/55.2-removebg-preview_m492lo.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625896/55.1-removebg-preview_wiswed.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625897/55.4-removebg-preview_tpvlva.png
59;Chalk;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625901/56.1-removebg-preview_xndrje.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625902/56.2-removebg-preview_z0qvk8.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625902/56.3-removebg-preview_ehclnk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625902/56.4-removebg-preview_zd177t.png
60;Grey;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625905/57.1-removebg-preview_sjbr3q.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625905/57.2-removebg-preview_zqjucc.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625906/57.3-removebg-preview_syd9sl.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625906/57.4-removebg-preview_iqulil.png
61;Red;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625911/58.1-removebg-preview_odcz36.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625911/58.2-removebg-preview_z7q2qj.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625911/58.3-removebg-preview_tuwea9.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625912/58.4-removebg-preview_cogj27.png
62;Chalk;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625915/59.1-removebg-preview_c7t3qp.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625915/59.2-removebg-preview_ndjwoc.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625916/59.3-removebg-preview_mxqda7.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625916/59.4-removebg-preview_zuthkf.png
63;Yellow;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625920/60.1-removebg-preview_gibpmz.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625920/60.2-removebg-preview_nl8bz7.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625921/60.3-removebg-preview_wfzobe.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625921/60.4-removebg-preview_xcjato.png
64;Black;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625927/61.1-removebg-preview_myywy9.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625927/61.2-removebg-preview_tbvz1d.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625928/61.3-removebg-preview_c3mcmg.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625928/61.4-removebg-preview_no3soc.png
65;Mint Green;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625931/62.1-removebg-preview_ol4ivk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625931/62.2-removebg-preview_x4wbjf.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625932/62.3-removebg-preview_aaqmdz.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625932/62.4-removebg-preview_ugz3jq.png
66;Maroon;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625935/63.1-removebg-preview_bnr90r.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625936/63.2-removebg-preview_zobwlp.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625936/63.3-removebg-preview_ert0hk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625937/63.4-removebg-preview_wtzg7r.png
67;Beige;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625940/64.1-removebg-preview_lvp4x7.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625940/64.2-removebg-preview_hkmqul.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625941/64.3-removebg-preview_ihncjx.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625942/64.4-removebg-preview_jbghyd.png
68;White;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625943/65.1-removebg-preview_zyevxk.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625944/65.2-removebg-preview_ys3orc.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625945/65.3-removebg-preview_l3qggt.png;https://res.cloudinary.com/dmavecpcx/image/upload/v1784625945/65.4-removebg-preview_cuwx2r.png
